Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Cloonfad Scenic Walks,http://cloonfadscenicwalks.ie/,+353(0)876330125,-8.703235,53.6734975999999,Roscommon,,Ireland,Walking
Kingfisher Cycle Trail,http://www.kingfishercycletrail.com,+44(0)2866323110,-8.178592,54.306503,Fermanagh,Enniskillen,Republic of Ireland,Cycling
Killykeen Forest Park,https://www.sportireland.ie/outdoors/walking/trails/killykeen-forest-park-nature-trail?county=All&grade=All&length=All#list,,-7.46766034652705,54.0066521441663,Cavan,Killykeen,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Killeshandra Loop,https://www.sportireland.ie/outdoors/walking/trails/killeshandra-loop,,-7.525909,54.0180891,Cavan,,Ireland,"Walking,Activity Operator"
The Old Rail Trail Greenway: Athlone to Mullingar,http://www.westmeathcoco.ie/en/ourservices/artsandrecreation/greenways/oldrailtrail-routemap/,353449332000,-7.36323254754336,53.5171653379914,Westmeath,Mullingar,Ireland,Cycling
Lough Easkey Looped Walk,http://www.irishtrails.ie/Trail/Lough-Easkey-Loop/541/,,-8.45582765343484,54.2019048717726,Sligo,,Ireland,Walking
Slí Eala,http://www.irishtrails.ie/Trail/Sli-Eala/390/,,-8.2716463942977,52.9227199866422,Tipperary,,Ireland,Walking
Nenagh Cycle Hub,https://www.nenagh.ie/places-of-interest/details/nenagh-cycle-hub,,-8.20198713570484,52.8631364099495,Tipperary,Nenagh,Republic of Ireland,Cycling
Cahermurphy Looped Walk,https://www.sportireland.ie/outdoors/walking/trails/cahermurphy-loop,,-8.6476085,52.9886685,Clare,,Ireland,Walking
Ballycuggaran Crag Wood Walk,http://www.irishtrails.ie/Trail/Ballycuggaran---Crag-Wood-Walk/183/,,-8.46537871203918,52.8374898140115,Clare,Killaloe,Ireland,"Walking,Forest Park,Park and Forest Walk"
The Celtic ConneXion - Walking,http://www.facebook.com/TheCelticConneXionTravelAgency/,+353(0)876677370,-8.43905027389019,52.8095174076678,Clare,Killaloe,Ireland,"Walking,Activity Operator"
The Lough Derg Way,http://www.irishtrails.ie/Trail/Lough-Derg-Way/21/,,-8.62727,52.6630998,Limerick,,Ireland,Walking
The Miner's Way and Historical Trail,http://unabhan.ie/miners-way-maps,353719663033,-8.1125249,54.0763414,Roscommon,Arigna,Ireland,Walking
Bike Park Ireland,http://www.facebook.com/bikeparkireland/,3536721961,-8.00032039999996,53.0121074099297,Tipperary,Ballingarry,Ireland,"Cycling,Activity Operator"
Forest Park Walk Cratloe,http://www.coillte.ie/site/cratloe-wood/,,-8.75957102072129,52.7062031648916,Clare,Cratloe,Ireland,"Walking,Forest Park,Park and Forest Walk"
Bere Island - Ardnakinna West Island Loop,http://www.bearatourism.com/loopwalks.html,+353(0)2770054,-9.9154563469949,51.6183124455721,Cork,Bere Island,Ireland,Walking
Cape Clear - Cnoicin’s Loop,,,-9.49477531337891,51.443208723925,Cork,,Ireland,Walking
Ardgroom - Pulleen Loop,http://www.bearatourism.com/loopwalks.html,+353(0)2770054,-9.89835703693721,51.7320672187345,Cork,Ardgroom,Republic of Ireland,Walking
Bere Island - Rerrin Loop,http://www.bearatourism.com/loopwalks.html,+353(0)2770054,-9.88185363521596,51.6363513926402,Cork,Bere Island,Republic of Ireland,Walking
Allihies - Kealogue Mine Loop,http://www.irishtrails.ie/Trail/Allihies---Kealoge-loop/630/,+353(0)2770054,-10.0516552859375,51.6489510524491,Cork,Allihies,Ireland,Walking
Burtonport Loops - Crickamore Loop - Lúb Chroicheach Mhór,http://therosses.ie/walking.html,+353(0)749542774,-8.43559877881694,54.9828780106642,Donegal,Burtonport,Ireland,"Walking,Activity Operator"
Clonaslee - Brittas Loop,,,-7.52564375817589,53.1497079212292,Laois,Clonaslee,Ireland,Walking
Kinnitty - Glinsk Castle Loop,http://www.slievebloom.ie,,-7.72219702318858,53.0958285249507,Offaly,Kinnitty,Republic of Ireland,"Walking,Activity Operator"
Ballyhoura - Attychraan Loop,https://www.sportireland.ie/outdoors/walking/trails/ballyhoura-attychraan-loop,,-8.22652895813584,52.2945679532137,Limerick,Kilbeheny,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Erris Head Loop - Lúb Ceann Iorrais,http://www.irishtrails.ie/Trail/Erris-Head-loop/147/,+353(0)9782292,-9.99027762035086,54.2896730979569,Mayo,,Republic of Ireland,Walking
Carrowteige - Beach Loop,http://www.irishtrails.ie/Trail/Carrowteige---Beach-Loop/142/,+353(0)9788082,-9.82222113231375,54.3134128500125,Mayo,,Ireland,"Walking,Public Park,Nature and Wildlife"
Grange - Crag Loop,,,-7.50688821939843,52.6572414745406,Tipperary,Grange,Ireland,Walking
Knockalough - Red Hugh Loop,https://www.sportireland.ie/outdoors/walking/trails/knockalough-red-hugh-loop,+353(0)876076838,-8.01824596323405,52.7036692746239,Tipperary,Upperchurch,Ireland,"Walking,Forest Park,Park and Forest Walk"
Goatenbridge - Knockballiniry Loop,https://www.sportireland.ie/outdoors/walking/trails/goatenbridge-knockballiniry,,-7.87209469587139,52.274414354434,Tipperary,Newcastle,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Goatenbridge - Liam Lynch Loop,https://www.sportireland.ie/outdoors/walking/trails/goatenbridge-liam-lynch,,-7.88256603986553,52.2637518963802,Tipperary,Newcastle,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Lough O'Flynn - Wild Goose Bog Loop,http://www.irishtrails.ie/Trail/Lough-O-Flynn---Wild-Goose-bog-loop/663/,,-8.62297760522062,53.7668924305387,Roscommon,Ballinlough,Ireland,"Walking,Forest Park,Park and Forest Walk"
Tipperary Heritage Way - Golden to The Rock of Cashel Walk,http://irishtrails.ie/trail/tipperary-heritage-way/36/,,-7.98100699206543,52.4983365953453,Tipperary,Golden,Ireland,Walking
Nire Valley Trails - Coumlara Looped Walk,,,-7.63423217099602,52.2769571844086,Waterford,Ballymacarby,Ireland,Walking
Sheep’s Head Loops,http://www.irishtrails.ie/Trail/Sheeps-Head---Lighthouse-loop/98/,+353(0)2767878,-9.8262514,51.5458258999999,Cork,,Ireland,Walking
Mount Hillary - Knightfield Loop,,,-8.89925563786012,52.130943352372,Cork,Banteer,Ireland,Walking
Mount Hillary - Father Murphy's Loop,,,-8.89925563786012,52.130943352372,Cork,,Ireland,Walking
Barán Loop,http://www.irishtrails.ie/Trail/Baran-Loop---Sheep-s-Head/465/,,-9.63155510280619,51.6020594464616,Cork,West Cork,Republic of Ireland,Walking
Sheep's Head - Seefin Loop,http://www.irishtrails.ie/Trail/Seefin-Loop---Sheep-s-Head/466/,,-9.63155510280619,51.6020594464616,Cork,West Cork,Republic of Ireland,Walking
Claragh Loop,https://www.sportireland.ie/outdoors/walking/trails/claragh-loop-millstreet,35318608800,-9.065417,52.059404,Cork,Millstreet,Republic of Ireland,Walking
Sheep's Head - Cahergal Loop,http://www.irishtrails.ie/Trail/Sheeps-Head---Cahergal-loop-/101/,,-9.76400380201187,51.5621420538664,Cork,West Cork,Ireland,Walking
Lúb Dún Fearbhaí Looped Walk Inis Meáin,https://www.sportireland.ie/outdoors/walking/trails/inis-meain-lub-dun-fearbhai,,-9.58605336867986,53.0810894846897,Galway,Aran Islands,Republic of Ireland,Walking
Lúb Ceathrú an Locha -  Inis Oírr,https://www.sportireland.ie/outdoors/walking/trails/inis-oirr-lub-ceathru-an-locha,,-9.54116786107647,53.0612514092453,Galway,,Republic of Ireland,Walking
Lúb Dún Chonchúr Looped Walk Inis Meáin,https://www.sportireland.ie/outdoors/walking/trails/inis-meain-lub-dun-chonchuir,,-9.59884608373272,53.0781666186404,Galway,Aran Islands,Republic of Ireland,Walking
Lúb Cill Cheannannach Looped Walk Inis Meáin,https://www.sportireland.ie/outdoors/walking/trails/inis-meain-lub-cill-cheannannach,,-9.59747279271709,53.0796102921552,Galway,Aran Islands,Republic of Ireland,Walking
Lúb an Chorrúch - Inis Mór,https://www.sportireland.ie/outdoors/walking/trails/inis-mor-lub-an-chorruch,3539961263,-9.67071846349404,53.1099753951719,Galway,,Ireland,Walking
Lúb Cill Mhuirbhigh - Inis Mór,https://www.sportireland.ie/outdoors/walking/trails/inis-mor-lub-cill-mhuirbhigh,,-9.67329538681633,53.1088716903231,Galway,,Ireland,Walking
Lenan Loop,,,-7.41524133232428,55.2636792334621,Donegal,Inishowen,Ireland,Walking
Allihies - Ballydonegan Loop,http://www.bearatourism.com/loopallihies.html,+353(0)2770054,-10.0509686404296,51.6504421974329,Cork,Allihies,Ireland,Walking
Pigeon Hole Loop,http://www.irishtrails.ie/Trail/Cong---Pigeon-loop/591/,,-9.28864781941024,53.5413955919759,Mayo,Cong,Republic of Ireland,Walking
Lúb Dún Eochla - Inis Mór,http://www.irishtrails.ie/Trail/Inis-Mor---Lub-Dun-Eochla/684/,,-9.68307808263466,53.1033800055676,Galway,,Ireland,Walking
Bray Head Loop - Valentia,https://www.activeme.ie/guides/bray-head-loop-walk/,+353(0)669474888,-10.424795500476,51.8842426722704,Kerry,,Ireland,Walking
Drum Loop,,,-8.73394403007819,54.70857261195,Donegal,Glencolmcille,Ireland,Walking
Tower Loop,,,-8.73119744804694,54.7081759105191,Donegal,Glencolmcille,Ireland,Walking
Crolly - Lub an Clocháin Bhig Loop,,,-8.229259581836,55.05007133084,Donegal,Gweedore,Ireland,Walking
Crolly -  Lub Loch na Caillí,,,-8.22994622734381,55.0504646808958,Donegal,Gweedore,Ireland,Walking
Westport Cycle Hub,,+353(0)9825711,-9.52277094090058,53.7997063541055,Mayo,Westport,Republic of Ireland,Cycling
Derryvunny - Old Wood Trail,https://www.coillte.ie/site/derryvunny,,-8.26732189999999,54.0255808,Roscommon,,Ireland,Walking
Blessington Greenway,https://visitwicklow.ie/item/blessington-greenway-walk/,,-6.5340687,53.1696579,Wicklow,Blessington,Ireland,"Cycling,Walking"
Esknamucky Walk Glengarriff Nature Reserve,https://www.glengarriffnaturereserve.ie/activities,,-9.5662178,51.7546958,Cork,Glengarriff,Ireland,"Walking,Activity Operator"
Benwee Loop Walk,https://www.sportireland.ie/outdoors/walking/trails/benwee-loop-walk,,-9.8188889,54.3366666999999,Mayo,,Ireland,"Walking,Activity Operator"
Carlingford Lough Greenway,https://visitcarlingford.com/walking-trail/carlingford-to-omeath-greenway,,-6.19018099999999,54.0468676999999,Louth,Carlingford,Ireland,"Walking,Activity Operator"
Ballycotton Cliff Walk ,https://www.ringofcork.ie/listings/ballycotton-cliff-walk/,,-8.00821689999999,51.8246914,Cork,Ballycotton,Ireland,Walking
Royal Canal Greenway - Longford,https://www.waterwaysireland.org/greenways/royal-canal/trailhead/4/longford,,-7.7932573,53.7276296,Longford,,Ireland,"Cycling,Walking"
Royal Canal Greenway - Cloondara,https://www.waterwaysireland.org/greenways/royal-canal/trailhead/5/cloondara,,-7.90469529999999,53.7320086,Longford,,Ireland,"Cycling,Walking"
Royal Canal Greenway - Mullingar,https://www.waterwaysireland.org/greenways/royal-canal/trailhead/3/mullingar,,-7.33217259999999,53.5256655,Westmeath,Mullingar,Ireland,"Cycling,Walking"
Royal Canal Greenway - Enfield,https://waterwaysireland.org/greenways/royal-canal/trailhead/1/enfield,,-6.835759,53.4151624,Meath,Johnstown,Ireland,"Cycling,Walking"
Royal Canal Greenway - Maynooth,https://www.waterwaysireland.org/greenways/royal-canal/trailhead/2/maynooth,,-6.5875144,53.378901,Kildare,Maynooth,Ireland,"Cycling,Walking"
Hazelwood Loop ,https://sligowalks.ie/walks/hazelwood/,,-8.42683399999999,54.258001,Sligo,,Ireland,
Kerry Woollen Mills,https://www.kerrywoollenmills.ie/,353646644122,-9.68324599999999,52.1018639999999,Kerry,Beaufort,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Donegal Craft Village,https://donegalcraftvillage.com/,353749725928,-8.11529059999999,54.6409797,Donegal,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Galway Irish Crystal,https://www.galwaycrystal.ie,35391757311,-8.996795,53.273695,Galway,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
County Sligo Heritage and Genealogy Centre,http://www.sligoroots.com/,353719143728,-8.4771432,54.2688188,Sligo,,Ireland,"Activity Operator,Tracing Your Ancestors"
Mayo Horsedrawn Caravan Holidays,http://www.horsedrawncaravan.com,353949032777,-9.292137164783,53.8439072679371,Mayo,Castlebar,Republic of Ireland,"Transport,Horse Riding,Equestrian,Activity Operator,Coach,Road"
Langton's Bar and Restaurant,https://www.langtons.ie/dining.html,353567765133,-7.2481715,52.6533129999999,Kilkenny,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Ballymaloe Shop & Café,https://ballymaloeshop.ie/,353214652032,-8.0741538,51.8649421,Cork,Shanagarry,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Artisan,Food and Drink,Restaurant,Cafe,Local Produce,Food Shops"
Druid Theatre,http://www.druid.ie,35391568660,-9.053516,53.271049,Galway,Galway City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Mayo Leisure Point,http://www.mayoleisurepoint.ie/,353949025473,-9.286043,53.8564511,Mayo,Castlebar,Ireland,"Restaurant,Movies,Cinema,Venue,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Activity Operator,Fitness and Leisure,Fast Food,Food and Drink"
Kinsale Crystal,https://www.kinsalecrystal.ie/,353214774493,-8.5241055,51.7059078,Cork,Kinsale,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Nicholas Mosse Pottery and Mill Café,https://nicholasmosse.com/,353567727505,-7.18545609999999,52.5894639999999,Kilkenny,Bennettsbridge,Ireland,"Craft,Shopping,Food Shops,Tour"
Waterford Marina,https://www.waterfordcouncil.ie/departments/roads-parking/marinas.htm,353872384944,-7.11087339999999,52.2626946,Waterford,Waterford City,Ireland,"Cruising,Sailing,Activity Operator,Marina,Venue"
T-Bay Surf & Wildlife Centre,https://www.tbaysurfclub.ie,35351391297,-7.13963989999999,52.1596725,Waterford,Tramore,Ireland,"Golf,Kitesurfing,Windsurfing,Activity Operator,Sailing,Surfing"
Hilltop Shooting Sports,http://hilltopshootingsports.com,35312818025,-6.1645391,53.0931396,Wicklow,Newtown Mount Kennedy,Ireland,Activity Operator
Blasket Island Ferry,http://www.blasketisland.com,+353(0)669156422,-10.4558122416662,52.1330832726897,Kerry,Dingle,Republic of Ireland,"Transport,Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour,Coach,Road"
The Spinning Wheel,https://www.thespinningwheel.ie,3532763347,-9.54803029999999,51.7504837,Cork,Glengarriff,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Rathvilly Motte,,,-6.67780389999999,52.8804689,Carlow,Rathvilly,Ireland,
Paul Maloney Pottery,http://www.paulmaloneypottery.com,+353(0)539120188,-6.538008,52.330326,Wexford,,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Fallers Jewellers,https://www.fallers.com,35391561226,-9.0510977,53.2741559,Galway,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Inis Meáin Knitting Company,https://inismeain.ie,3539973009,-9.58320679999999,53.0879985,Galway,Aran Islands,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Paddy's Rent-A-Bike,http://www.paddysbikeshop.com/,353669152311,-10.2680567,52.1408493,Kerry,Dingle,Ireland,"Cycling,Activity Operator,Bike Rental"
Bahana Forest,http://www.coillteoutdoors.ie/,,-6.92162977783209,52.5076031689915,Carlow,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Walking,Forest Park,Park and Forest Walk"
The Erin Giftstore,https://eringiftstore.com/,353214381357,-8.56809599999999,51.9318122,Cork,Blarney,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Lisbeth Mulcahy Fíodóir - The Weaver's Shop,https://www.lisbethmulcahy.com/,353669151688,-10.2710321,52.1408530999999,Kerry,Dingle,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Boland Gifts Kinsale,https://bolandkinsale.ie/,353214772161,-8.52234619999999,51.7058143,Cork,Kinsale,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
The Mardyke Entertainment Complex,https://mardyke.com/,353214273000,-8.48109629999999,51.8981068,Cork,,Ireland,"Food and Drink,Restaurant,Activity Operator,Venue,Comedy,Music,Pubs and Bar"
Murphy's Ferry Service,http://www.murphysferry.com,+353(0)2775988,-9.818661,51.636259,Cork,Bere Island,Republic of Ireland,"Transport,Coach,Road"
Kerry Airport PLC,http://www.kerryairport.ie,+353(0)669764644,-9.51822508648521,52.1834315147506,Kerry,Farranfore,Republic of Ireland,"Transport,Coach,Road"
Bridgefield Buggies Ltd.,http://www.quadbikesafari.ie,353868206869,-8.019922,51.904771,Cork,Castlemartyr,Republic of Ireland,Activity Operator
Tailor-Made Tours,https://tailor-madetours.com,353873344031,-8.215046,51.8378814,Cork,Aghada,Ireland,"Walking,Activity Operator,Day Tour,Tour"
PG Tourism Services,http://www.pgtourism.com,+353(0)646631101,-9.513409,52.052248,Kerry,Killarney,Republic of Ireland,"Activity Operator,Tour"
Keane's Jewellers - Cork,https://www.keanes.ie,353214271256,-8.472195,51.89772,Cork,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Murphy Jewellers and Watchmakers,https://murphyjewellers.ie/,353567721127,-7.2528476,52.6516456,Kilkenny,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Studio Donegal,https://www.studiodonegal.ie/,353749738194,-8.5946591,54.632283,Donegal,Kilcar,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Splashworld,https://splashworld.ie/,35351390176,-7.14715269999999,52.1619126999999,Waterford,Tramore,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool,Activity Operator"
Daniel McNello's Bar,https://www.facebook.com/daniel.mcnellosbar,353429378355,-6.58406,54.0031599999999,Monaghan,Inniskeen,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Silver Tassie Restaurant,https://www.silvertassiehotel.com/Letterkenny-Restaurant.html,353749125619,-7.67065189999999,54.9864124,Donegal,Letterkenny,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Mullaney Brothers,http://www.mullaneybrothers.com/,353719140718,-8.47531549999999,54.2710156,Sligo,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Forget-Me-Not,https://www.forgetmenot.ie,353749721168,-8.109846,54.6539942,Donegal,Milltown,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Kate's Kitchen,https://kateskitchen.ie/,353719143022,-8.4729715,54.2705245999999,Sligo,,Ireland,"Food and Drink,Shopping,Shopping Centres and Department Store,Food Shops"
Munster Room Restaurant at Waterford Castle,https://www.waterfordcastleresort.com/dining/munster-room-restaurant,35351878203,-7.059379,52.253377,Waterford,Ballinakill,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Cork City Lough,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Boston's Bar & Restaurant,https://www.facebook.com/Bostons-bar-valentia-island-210441802338243,353669476140,-10.2918663,51.9254362999999,Kerry,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The River Boyne,https://fishinginireland.info/salmon/east/boyne/,35318842600,-6.701363,53.5807256,,,Ireland,"Fishing,Angling"
The Lee System,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Crana River and Fullerton Reservoir,,+353(0)749362600,-7.457684,55.128255,Donegal,Buncrana,Republic of Ireland,"Fishing,Angling"
The Lobster Pot,https://www.facebook.com/pages/category/Seafood-Restaurant/The-Lobster-Pot-Seafood-Bar-and-Restaurant-172984432755697,353749542012,-8.44001939999999,54.983842,Donegal,Burtonport,Ireland,"Food and Drink,Restaurant"
